"customer_id","customer_name","segment"
TW-110252,Tamara Willingham,Home Office
NM-184454,Nathan Mautz,Home Office
CA-19652,Carol Adams,Corporate
CK-23252,Christine Kargatis,Home Office
MT-180704,Michelle Tran,Home Office
TB-111902,Thomas Brumley,Home Office
HD-47851,Harold Dahlen,Home Office
GD-45902,Giulietta Dortch,Corporate
LW-168252,Laurel Workman,Corporate
TS-112051,Thomas Seio,Corporate
VP-217302,Victor Preis,Home Office
SN-107101,Steve Nguyen,Home Office
EK-137954,Eileen Kiefer,Home Office
NL-83102,Nancy Lomonaco,Home Office
RR-195252,Rick Reed,Corporate
DM-135254,Don Miller,Corporate
MM-82801,Muhammed MacIntyre,Corporate
HR-48301,Harold Ryan,Corporate
MF-182504,Monica Federle,Corporate
KB-164052,Katrina Bavinger,Home Office
KC-162552,Karen Carlisle,Corporate
MM-182802,Muhammed MacIntyre,Corporate
GM-46952,Greg Maxwell,Corporate
TB-213551,Todd Boyes,Corporate
BP-10951,Bart Pistole,Corporate
NZ-85651,Nick Zandusky,Home Office
PB-192102,Phillip Breyer,Corporate
PO-191803,Philisse Overcash,Home Office
DM-129551,Dario Medina,Corporate
EH-140052,Erica Hernandez,Home Office
AR-8252,Anthony Rawles,Corporate
NS-186401,Noel Staavos,Corporate
MG-176503,Matthew Grinstein,Home Office
MH-176204,Matt Hagelstein,Corporate
SC-100501,Sample Company A,Home Office
SP-208601,Sung Pak,Corporate
EM-138254,Elizabeth Moffitt,Corporate
RB-97052,Roger Barcio,Home Office
ML-173954,Marina Lichtenstein,Corporate
PS-190454,Penelope Sewall,Home Office
AM-3602,Alice McCarthy,Corporate
KH-66301,Ken Heidel,Corporate
AH-1952,Alan Haines,Corporate
AC-106153,Ann Chong,Corporate
SN-207103,Steve Nguyen,Home Office
SP-106501,Stephanie Phelps,Corporate
Dp-132404,Dean percer,Home Office
ML-77553,Max Ludwig,Home Office
CP-23401,Christine Phan,Corporate
NC-185353,Nick Crebassa,Corporate
SF-209653,Sylvia Foulston,Corporate
RP-192703,Rachel Payne,Corporate
MA-179953,Michelle Arnett,Home Office
ME-180104,Michelle Ellison,Corporate
PC-190003,Pauline Chand,Home Office
KN-67052,Kristina Nunn,Home Office
KN-164501,Kean Nguyen,Corporate
MS-79801,Michael Stewart,Corporate
EM-42002,Evan Minnotte,Home Office
CP-120853,Cathy Prescott,Corporate
BM-116501,Brian Moss,Corporate
CS-118453,Cari Sayre,Corporate
FH-142752,Frank Hawley,Corporate
SW-107553,Steven Ward,Corporate
MG-78751,Michael Grace,Home Office
BS-113804,Bill Stewart,Corporate
LW-169901,Lindsay Williams,Corporate
DV-130454,Darrin Van Huff,Corporate
KC-162553,Karen Carlisle,Corporate
DL-134951,Dionis Lloyd,Corporate
MR-75452,Mathew Reese,Home Office
ND-184602,Neil Ducich,Corporate
BN-114701,Brad Norvell,Corporate
PK-189104,Paul Knutson,Home Office
EH-140053,Erica Hernandez,Home Office
MC-176054,Matt Connell,Corporate
ED-38852,Emily Ducich,Home Office
LS-169753,Lindsay Shagiari,Home Office
BP-11851,Ben Peterman,Corporate
FG-142602,Frank Gastineau,Home Office
BC-111254,Becky Castell,Home Office
JO-155501,Jesus Ocampo,Home Office
TT-112652,Tim Taslimi,Corporate
SP-106201,Stefania Perrino,Corporate
RR-195253,Rick Reed,Corporate
JK-153251,Jason Klamczynski,Corporate
JL-51752,James Lanier,Home Office
MC-74251,Mark Cousins,Corporate
TB-211902,Thomas Brumley,Home Office
JB-60451,Julia Barnett,Home Office
TT-212654,Tim Taslimi,Corporate
TS-214302,Tom Stivers,Corporate
SC-200502,Sample Company A,Home Office
FA-142304,Frank Atkinson,Corporate
RD-96603,Robert Dilbeck,Home Office
DM-33451,Denise Monton,Corporate
LS-69453,Linda Southworth,Corporate
CW-119051,Carl Weiss,Home Office
RH-195103,Rick Huthwaite,Home Office
KE-164202,Katrina Edelman,Corporate
GT-46352,Grant Thornton,Corporate
MP-179652,Michael Paige,Corporate
RA-98853,Ruben Ausman,Corporate
CY-127451,Craig Yedwab,Corporate
RD-196604,Robert Dilbeck,Home Office
PW-190303,Pauline Webber,Corporate
KB-62401,Karen Bern,Corporate
PM-91352,Peter McVee,Home Office
CL-27001,Craig Leslie,Home Office
HK-48903,Heather Kirkland,Corporate
BB-9901,Barry Blumstein,Corporate
SM-209503,Suzanne McNair,Corporate
ED-138851,Emily Ducich,Home Office
PJ-188352,Patrick Jones,Corporate
JR-162102,Justin Ritter,Corporate
JS-156852,Jim Sink,Corporate
CR-126252,Corey Roper,Home Office
SM-203201,Sean Miller,Home Office
CH-20702,Cathy Hwang,Home Office
MC-76352,Matthew Clasen,Corporate
SM-203202,Sean Miller,Home Office
JE-156104,Jim Epp,Corporate
AR-103453,Alex Russell,Corporate
PN-187754,Parhena Norris,Home Office
PO-191952,Phillina Ober,Home Office
SN-205601,Skye Norling,Home Office
BB-115454,Brenda Bowman,Corporate
JD-158952,Jonathan Doherty,Corporate
BS-118002,Bryan Spruell,Home Office
BT-115303,Bradley Talbott,Home Office
DM-129554,Dario Medina,Corporate
SS-101403,Saphhira Shifley,Corporate
GH-144854,Gene Hale,Corporate
QJ-192554,Quincy Jones,Corporate
GH-44101,Gary Hansen,Home Office
CG-20402,Catherine Glotzbach,Home Office
KM-63751,Katherine Murray,Home Office
ER-138554,Elpida Rittenbach,Corporate
ME-73202,Maria Etezadi,Home Office
BB-109901,Barry Blumstein,Corporate
AR-108253,Anthony Rawles,Corporate
RA-198853,Ruben Ausman,Corporate
DH-130754,Dave Hallsten,Corporate
BF-111701,Ben Ferrer,Home Office
NB-85803,Nicole Brennan,Corporate
LW-168253,Laurel Workman,Corporate
AC-104204,Alyssa Crouse,Corporate
AS-100452,Aaron Smayling,Corporate
TC-209801,Tamara Chand,Corporate
KD-64952,Keith Dawkins,Corporate
CP-120854,Cathy Prescott,Corporate
MG-176801,Maureen Gastineau,Home Office
KN-167051,Kristina Nunn,Home Office
RH-195101,Rick Huthwaite,Home Office
Dp-132403,Dean percer,Home Office
MW-182352,Mitch Willingham,Corporate
TH-111152,Thea Hudgings,Corporate
JD-61502,Justin Deggeller,Corporate
PH-187902,Patricia Hirasaki,Home Office
VB-217451,Victoria Brennan,Corporate
AS-106303,Ann Steele,Home Office
AG-5251,Andy Gerbode,Corporate
ND-84602,Neil Ducich,Corporate
DK-132254,Dean Katz,Corporate
SN-205602,Skye Norling,Home Office
MC-76052,Matt Connell,Corporate
TT-212652,Tim Taslimi,Corporate
NP-186851,Nora Pelletier,Home Office
DB-133601,Dennis Bolton,Home Office
CM-27151,Craig Molinari,Corporate
DR-129404,Daniel Raglin,Home Office
JE-61652,Justin Ellison,Corporate
SS-201404,Saphhira Shifley,Corporate
KD-164953,Keith Dawkins,Corporate
TN-210404,Tanja Norvell,Home Office
JR-162101,Justin Ritter,Corporate
DW-135853,Dorothy Wardle,Corporate
JS-55951,Jill Stevenson,Corporate
HK-148901,Heather Kirkland,Corporate
CA-119651,Carol Adams,Corporate
MP-79652,Michael Paige,Corporate
AB-2553,Alejandro Ballentine,Home Office
MH-176202,Matt Hagelstein,Corporate
MO-178004,Meg O'Connel,Home Office
SV-208153,Stuart Van,Corporate
DV-30451,Darrin Van Huff,Corporate
AG-7652,Anthony Garverick,Home Office
BS-113801,Bill Stewart,Corporate
HE-148002,Harold Engle,Corporate
MH-177854,Maya Herman,Corporate
GK-146201,Grace Kelly,Corporate
NG-83551,Nat Gilpin,Corporate
JC-161054,Julie Creighton,Corporate
SV-208154,Stuart Van,Corporate
DB-31201,David Bremer,Corporate
DP-31052,Dave Poirier,Corporate
MH-172903,Marc Harrigan,Home Office
CJ-118751,Carl Jackson,Corporate
AH-100752,Adam Hart,Corporate
DR-128801,Dan Reichenbach,Corporate
FC-42452,Frank Carlisle,Home Office
AJ-7801,Anthony Jacobs,Corporate
BM-115753,Brendan Murry,Corporate
AJ-7951,Anthony Johnson,Corporate
CV-28052,Cynthia Voltz,Corporate
CS-122501,Chris Selesnick,Corporate
SV-108153,Stuart Van,Corporate
TC-114751,Tony Chapman,Home Office
JE-161652,Justin Ellison,Corporate
HH-150102,Hilary Holden,Corporate
NF-185954,Nicole Fjeld,Home Office
AB-2552,Alejandro Ballentine,Home Office
GP-147403,Guy Phonely,Corporate
NH-186104,Nicole Hansen,Corporate
LS-169752,Lindsay Shagiari,Home Office
RB-196453,Robert Barroso,Corporate
TC-215354,Tracy Collins,Home Office
ES-140802,Erin Smith,Corporate
LW-169902,Lindsay Williams,Corporate
AG-4953,Andrew Gjertsen,Corporate
SV-108151,Stuart Van,Corporate
TS-211602,Theresa Swint,Corporate
AH-106903,Anna Häberlin,Corporate
AH-106902,Anna Häberlin,Corporate
BM-115754,Brendan Murry,Corporate
NH-86101,Nicole Hansen,Corporate
GR-145604,Georgia Rosenberg,Corporate
RS-197654,Roland Schwarz,Corporate
EM-140952,Eudokia Martin,Corporate
